created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Dec 13 23:59:54 +0000 2023;1735087179549003919;"@ivanbaeek @marlina_idha Anies Mulutnya Otaknya Berpura-pura  FUCK Anies";0;0;0;1;in;1730932621977509888;1734842531085742530;AcepParjo;https://twitter.com/AcepParjo/status/1735087179549003919
Wed Dec 13 23:59:46 +0000 2023;1735087144279171404;"@xquitavee Ngimpi lo lonte. Semakin lo gak respek calon pilihan rakyat, semakin kita gak akan respect lo. Kita nonton debat si wowo si lahap Anies dan si bocil panik minta pasukan nya utk tepuk tangan saat wowo bicara. Ini digital era, lo mau ngomong smp berbusa pun, gak bisa bohong.";0;0;0;1;in;2853818442;1734793767092408598;FaisalAgil14;https://twitter.com/FaisalAgil14/status/1735087144279171404
Wed Dec 13 23:59:53 +0000 2023;1735087176235499640;"@zy_zy_its_me 🤣 🤣 🤣 Anies itu di pilih dulu 2016 krn elektabilitasnya bagus dianggap bisa lawan ahok, prabowo gak bodoh kalo elektabilitas anies jelek gak bakal di pilih, jd prabowo waktu itu butuh anies dan reza patra org gerindra menjabat tuh.";0;0;0;0;in;1530570237753831424;1734872270706008124;xz_ery;https://twitter.com/xz_ery/status/1735087176235499640
Wed Dec 13 23:59:54 +0000 2023;1735087179167318182;"semangat kerja nya ya bang ngebelain paslon "kosong" sama ngejilat jokowi nya. Pak Anies Beliau gapernah selalu ngerasa lebih baik dari Pak Jokowi atau Pak Prabowo atau siapapun beliau hanya ingin membuktikan kepada orang² yang merasa pesimis terhadap gagasannya😋 https://t.co/GabxLw33dg";0;0;0;1;in;1511621740862275584;1735087179167318182;fortunecokiies;https://twitter.com/fortunecokiies/status/1735087179167318182
Wed Dec 13 23:59:40 +0000 2023;1735087121042706453;"@muchlis_ar Hebatnya pak anies, dipinang sana sini karena potensi. Emas tetaplah emas. Indonesia untuk perubahan";0;0;0;1;in;1592192503557414912;1734859397074169919;nahendri4;https://twitter.com/nahendri4/status/1735087121042706453
Wed Dec 13 23:59:40 +0000 2023;1735087120866476376;"@aniesbaswedan Bravo Pak Anies 👍 Sy usul Program Perluas Perkebunan Buah2an Nasional yg selama ini terkesan minim. Pisang lokal bagus jga sulit. Klo lihat toko2 buah baik di supermarket2 atau pasar buah, bnyak sekali buah2 impor, kadang kalahkan buah2 lokal. Petani buahpun bs disejahterakan.";0;1;2;2;in;1204363010380161024;1734922975164690734;Venus19702;https://twitter.com/Venus19702/status/1735087120866476376
Wed Dec 13 23:59:38 +0000 2023;1735087112532463745;"@Hadirailguard Lalu menurut anda paling kuat kepempinan dan paling bijaksana siapa ?  1. anies jadi presiden indonesia memimpin suku bangsa asli yang tidak memiliki kekuatan politik di area politik di kendalikan nasdem, pks dan pkb.  2. ganjar yg pasti di setir sebagai petugas partai pdip ?";0;0;0;0;in;1664574526947213317;1734896034248347938;T007bond;https://twitter.com/T007bond/status/1735087112532463745
Wed Dec 13 23:59:37 +0000 2023;1735087109516730777;"@msaid_didu @prabowo @aniesbaswedan pak prabowo dari 2004 - 2019 jadi oposisi, mas anies belum pernah jadi oposisi, dia jadi gubernur, come on mas didu...";0;0;0;0;in;1435869929572483079;1734746457905992164;DirgantraP;https://twitter.com/DirgantraP/status/1735087109516730777
Wed Dec 13 23:59:33 +0000 2023;1735087089748947287;"@Bu__Nuk Ya itu yg tak jelasin tadi itu yg di bilang sm Anies gmn sih.";0;1;0;0;in;1117524952092033024;1735067020100804609;BaGGioSastro;https://twitter.com/BaGGioSastro/status/1735087089748947287
Wed Dec 13 23:59:31 +0000 2023;1735087083637834225;"@BoediTomo19 @Ndons_Back @Eron1977 @thinker_ball @PartaiSocmed @99propaganda @bengkeldodo @P4P4B0W0_2024 @Bank_Joee_ @BANGSAygSUJUD @are_inismyname @Lembayung071 @Royan_02 Dengan sendirinya krn Anies adalah simbol oposisi semua partai tsb mestinya mendukung semua kebijakannya sprti di DKI";0;0;0;1;in;1129176352668577792;1734582544757399660;menakdobol;https://twitter.com/menakdobol/status/1735087083637834225
Wed Dec 13 23:59:24 +0000 2023;1735087054885982653;"@rnrsql @PartaiSocmed Awokwowkowowko si kemed ini disuruh naikin bowo malah bikin anies makin tenar sih awokwowkowowko";0;0;0;5;in;347223764;1734966562019484032;emfahmifzl;https://twitter.com/emfahmifzl/status/1735087054885982653
Wed Dec 13 23:59:22 +0000 2023;1735087044463128891;"@sobat_anies Kontrak sudah berjalan, terlanjur basah, mandi sekalian. Toh yg penting uang persetan soal moral efek ke org lain.";0;0;0;0;in;59681525;1734952358587900010;kuldonk;https://twitter.com/kuldonk/status/1735087044463128891
Wed Dec 13 23:59:20 +0000 2023;1735087035340456340;"Lucu juga buzzer anies nih";0;0;0;0;in;1444997480827932682;1735086843182584267;janganlupasarap;https://twitter.com/janganlupasarap/status/1735087035340456340
Wed Dec 13 23:59:15 +0000 2023;1735087016562626721;"@FurqanIbr64677 tokoh PDIP sekalipun terlihat bahagia sekali saat Anies balas skakmat Prabowo.";0;0;0;1;in;1698466451697393664;1734893535890145648;GurunSupark017;https://twitter.com/GurunSupark017/status/1735087016562626721
Wed Dec 13 23:59:11 +0000 2023;1735086999240093997;"@MursidTri @kikysaputrii Ditampar fakta emang sakit rasanya, dari 3 calon yang punya rekam jejak prestasi cuma ANIES, yang tidak punya catatan masalah buruk pun cuma ANIES. silahkan check &amp  recheck lagi yah, biar tambah pinter";0;0;0;0;in;73978324;1734568455725342992;ianyahian;https://twitter.com/ianyahian/status/1735086999240093997
Wed Dec 13 23:59:09 +0000 2023;1735086991023448106;"@tvOneNews Capres boneka anus Anies gagal paham mengobati luka luka berdarah ibu pertiwi dgn menyiramnyah pakai air garam.-";0;0;0;0;in;109851149;1735076530987114950;dinginnya;https://twitter.com/dinginnya/status/1735086991023448106
Wed Dec 13 23:59:08 +0000 2023;1735086986770498039;"@soeyoto1 Irma munafik dong klo gitu, dia bicara spt itu karena sdg tdk independent, jd pendapat ttg Anies tdk relevan lagi, soal Anies vs SBY, kita tahu sendiri kenapa Anies berpindah ke cak Imin, itukan dimulai krn demokrat main mata dg pdip, dan menekan kubu pak Anies.";0;0;1;5;in;2203997504;1734947883471012123;hardysk82;https://twitter.com/hardysk82/status/1735086986770498039
Wed Dec 13 23:59:04 +0000 2023;1735086970660102226;"@8radjamantak4 @ydr_amzl @Ani1850933 @pedagang_kritik Lalu menurut anda paling kuat kepempinan dan paling bijaksana siapa ?  1. anies jadi presiden indonesia memimpin suku bangsa asli yang tidak memiliki kekuatan politik di area politik di kendalikan nasdem, pks dan pkb.  2. ganjar yg pasti di setir sebagai petugas partai pdip ?";0;1;0;0;in;1664574526947213317;1734627172940427722;T007bond;https://twitter.com/T007bond/status/1735086970660102226
Wed Dec 13 23:59:02 +0000 2023;1735086959742398570;"@tamerlane9470 Bang, sdh liat2 blm kinerja Anies  di bdg pendidikan? Dia kan mantan mendikbud dan dikenal sbg akademisi, apa gebrakannya? Coba liat juga apa yg gubernur sblmnya kerjakan di bid pendidikan. Gw milih Anies sih dulu btw, gw bukan dendam, tp kecewa";0;0;0;0;in;88615986;1734602246506369231;fitriframa;https://twitter.com/fitriframa/status/1735086959742398570
